(-17, 155, -925), (3, 3, 3)
(-16, 145, -850), (0, 1, 2)
(-14, 110, -600), (2, 2, 0)
(-14, 115, -650), (2, 3, 2)
(-13, 75, -325), (3, 3, 3)
(-12, 95, -575), (0, 3, 1)
(-11, 45, -125), (1, 1, 3)
(-11, 55, -200), (1, 3, 0)
(-11, 85, -475), (1, 1, 1)
(-9, 40, -150), (3, 0, 2)
(-9, 65, -400), (3, 1, 0)
(-9, 75, -425), (3, 3, 3)
(-8, 5, 125), (0, 1, 1)
(-8, 15, 75), (0, 3, 3)
(-8, 65, -375), (0, 1, 1)
(-8, 75, -350), (0, 3, 2)
(-7, -10, 250), (1, 2, 2)
(-7, 40, -250), (1, 0, 2)
(-7, 45, -325), (1, 1, 3)
(-7, 55, -325), (1, 3, 3)
(-7, 60, -250), (1, 0, 2)
(-6, -15, 225), (2, 1, 1)
(-6, -15, 275), (2, 1, 3)
(-6, 5, 125), (2, 1, 1)
(-6, 25, -175), (2, 1, 1)
(-6, 25, -150), (2, 1, 2)
(-6, 25, -75), (2, 1, 1)
(-6, 35, -100), (2, 3, 0)
(-6, 45, -275), (2, 1, 1)
(-6, 50, -200), (2, 2, 0)
(-6, 55, -250), (2, 3, 2)
(-4, -15, 125), (0, 1, 1)
(-4, -15, 275), (0, 1, 3)
(-4, -5, 25), (0, 3, 1)
(-4, -5, 125), (0, 3, 1)
(-4, 20, 0), (0, 0, 0)
(-4, 25, -175), (0, 1, 1)
(-4, 25, -50), (0, 1, 2)
(-4, 30, -250), (0, 2, 2)
(-4, 35, -150), (0, 3, 2)
(-3, -15, 125), (1, 1, 1)
(-3, -10, 250), (1, 2, 2)
(-3, -5, 75), (1, 3, 3)
(-3, 0, 150), (1, 0, 2)
(-3, 10, 0), (1, 2, 0)
(-3, 20, -50), (1, 0, 2)
(-3, 25, -225), (1, 1, 3)
(-3, 25, -100), (1, 1, 0)
(-3, 25, 25), (1, 1, 1)
(-3, 30, -50), (1, 2, 2)
(-3, 45, -175), (1, 1, 1)
(-3, 50, -100), (1, 2, 0)
(-2, -5, -25), (2, 3, 3)
(-2, 0, 100), (2, 0, 0)
(-2, 5, -75), (2, 1, 1)
(-2, 5, 50), (2, 1, 2)
(-2, 25, -150), (2, 1, 2)
(-2, 25, -25), (2, 1, 3)
(-1, -10, 150), (3, 2, 2)
(-1, 0, -150), (3, 0, 2)
(-1, 0, 100), (3, 0, 0)
(-1, 5, -125), (3, 1, 3)
(-1, 15, -100), (3, 3, 0)
(-1, 15, 25), (3, 3, 1)
(-1, 25, 50), (3, 1, 2)
(-1, 45, -100), (3, 1, 0)
(1, -10, -150), (1, 2, 2)
(1, 0, -100), (1, 0, 0)
(1, 0, 150), (1, 0, 2)
(1, 5, 125), (1, 1, 1)
(1, 15, -25), (1, 3, 3)
(1, 15, 100), (1, 3, 0)
(1, 25, -50), (1, 1, 2)
(1, 45, 100), (1, 1, 0)
(2, -5, 25), (2, 3, 1)
(2, 0, -100), (2, 0, 0)
(2, 5, -50), (2, 1, 2)
(2, 5, 75), (2, 1, 3)
(2, 25, 25), (2, 1, 1)
(2, 25, 150), (2, 1, 2)
(3, -15, -125), (3, 1, 3)
(3, -10, -250), (3, 2, 2)
(3, -5, -75), (3, 3, 1)
(3, 0, -150), (3, 0, 2)
(3, 10, 0), (3, 2, 0)
(3, 20, 50), (3, 0, 2)
(3, 25, -25), (3, 1, 3)
(3, 25, 100), (3, 1, 0)
(3, 25, 225), (3, 1, 1)
(3, 30, 50), (3, 2, 2)
(3, 45, 175), (3, 1, 3)
(3, 50, 100), (3, 2, 0)
(4, -15, -275), (0, 1, 1)
(4, -15, -125), (0, 1, 3)
(4, -5, -125), (0, 3, 3)
(4, -5, -25), (0, 3, 3)
(4, 20, 0), (0, 0, 0)
(4, 25, 50), (0, 1, 2)
(4, 25, 175), (0, 1, 3)
(4, 30, 250), (0, 2, 2)
(4, 35, 150), (0, 3, 2)
(6, -15, -275), (2, 1, 1)
(6, -15, -225), (2, 1, 3)
(6, 5, -125), (2, 1, 3)
(6, 25, 75), (2, 1, 3)
(6, 25, 150), (2, 1, 2)
(6, 25, 175), (2, 1, 3)
(6, 35, 100), (2, 3, 0)
(6, 45, 275), (2, 1, 3)
(6, 50, 200), (2, 2, 0)
(6, 55, 250), (2, 3, 2)
(7, -10, -250), (3, 2, 2)
(7, 40, 250), (3, 0, 2)
(7, 45, 325), (3, 1, 1)
(7, 55, 325), (3, 3, 1)
(7, 60, 250), (3, 0, 2)
(8, 5, -125), (0, 1, 3)
(8, 15, -75), (0, 3, 1)
(8, 65, 375), (0, 1, 3)
(8, 75, 350), (0, 3, 2)
(9, 40, 150), (1, 0, 2)
(9, 65, 400), (1, 1, 0)
(9, 75, 425), (1, 3, 1)
(11, 45, 125), (3, 1, 1)
(11, 55, 200), (3, 3, 0)
(11, 85, 475), (3, 1, 3)
(12, 95, 575), (0, 3, 3)
(13, 75, 325), (1, 3, 1)
(14, 110, 600), (2, 2, 0)
(14, 115, 650), (2, 3, 2)
(16, 145, 850), (0, 1, 2)
(17, 155, 925), (1, 3, 1)
