(0, 0, -152), [0, 0, 0] 
(0, 0, -114), [0, 0, 0] 
(0, 0, -76), [0, 0, 0] 
(0, 0, -38), [0, 0, 0] 
(0, 0, 38), [0, 0, 0] 
(0, 0, 76), [0, 0, 0] 
(0, 0, 114), [0, 0, 0] 
(0, 0, 152), [0, 0, 0] 
(0, 19, -76), [0, 0, 0] 
(0, 19, -57), [0, 0, 0] 
(0, 19, -38), [0, 0, 0] 
(0, 19, -19), [0, 0, 0] 
(0, 19, 19), [0, 0, 0] 
(0, 19, 38), [0, 0, 0] 
(0, 19, 57), [0, 0, 0] 
(0, 19, 76), [0, 0, 0] 
