(0, -9, 39), [0, 4, 0] 
(0, -8, 39), [0, 5, 0] 
(-6, 0, -13), [7, 0, 0] 
(-6, 0, 0), [7, 0, 0] 
(-6, 0, 13), [7, 0, 0] 
(0, -5, 13), [0, 8, 0] 
(-4, 0, -13), [9, 0, 0] 
(-4, 0, 0), [9, 0, 0] 
(0, -4, 13), [0, 9, 0] 
(-4, 0, 13), [9, 0, 0] 
(0, -3, 0), [0, 10, 0] 
(-3, 0, 0), [10, 0, 0] 
(0, -3, 13), [0, 10, 0] 
(-2, 0, -13), [11, 0, 0] 
(0, -2, 0), [0, 11, 0] 
(-2, 0, 0), [11, 0, 0] 
(0, -2, 13), [0, 11, 0] 
(-2, 0, 13), [11, 0, 0] 
(0, -1, -13), [0, 12, 0] 
(0, -1, 0), [0, 12, 0] 
(-1, 0, 0), [12, 0, 0] 
(0, -1, 13), [0, 12, 0] 
(0, 1, -13), [0, 1, 0] 
(1, 0, 0), [1, 0, 0] 
(0, 1, 0), [0, 1, 0] 
(0, 1, 13), [0, 1, 0] 
(2, 0, -13), [2, 0, 0] 
(2, 0, 0), [2, 0, 0] 
(0, 2, 0), [0, 2, 0] 
(2, 0, 13), [2, 0, 0] 
(0, 2, 13), [0, 2, 0] 
(3, 0, 0), [3, 0, 0] 
(0, 3, 0), [0, 3, 0] 
(0, 3, 13), [0, 3, 0] 
(4, 0, -13), [4, 0, 0] 
(4, 0, 0), [4, 0, 0] 
(4, 0, 13), [4, 0, 0] 
(0, 4, 13), [0, 4, 0] 
(0, 5, 13), [0, 5, 0] 
(6, 0, -13), [6, 0, 0] 
(6, 0, 0), [6, 0, 0] 
(6, 0, 13), [6, 0, 0] 
(0, 8, 39), [0, 8, 0] 
(0, 9, 39), [0, 9, 0] 
