(-8, -7, -7), (0, 1, 1)
(-8, -7, -5), (0, 1, 3)
(-8, -7, -3), (0, 1, 1)
(-8, -5, -5), (0, 3, 3)
(-7, -7, -4), (1, 1, 0)
(-8, -7, -1), (0, 1, 3)
(-8, -5, -3), (0, 3, 1)
(-7, -5, -4), (1, 3, 0)
(-8, -7, 1), (0, 1, 1)
(-7, -7, 0), (1, 1, 0)
(-8, -5, -1), (0, 3, 3)
(-7, -4, -3), (1, 0, 1)
(-5, -5, -4), (3, 3, 0)
(-8, -7, 3), (0, 1, 3)
(-8, -5, 1), (0, 3, 1)
(-8, -3, -1), (0, 1, 3)
(-7, -4, -1), (1, 0, 3)
(-5, -4, -3), (3, 0, 1)
(-8, -7, 5), (0, 1, 1)
(-8, -5, 3), (0, 3, 3)
(-8, -3, 1), (0, 1, 1)
(-8, -1, -1), (0, 3, 3)
(-5, -4, -1), (3, 0, 3)
(-4, -3, -3), (0, 1, 1)
(-8, -7, 7), (0, 1, 3)
(-8, -5, 5), (0, 3, 1)
(-8, -3, 3), (0, 1, 3)
(-8, -1, 1), (0, 3, 1)
(-4, -3, -1), (0, 1, 3)
(-8, -5, 7), (0, 3, 3)
(-8, -3, 5), (0, 1, 1)
(-8, -1, 3), (0, 3, 3)
(-4, -3, 1), (0, 1, 1)
(-4, -1, -1), (0, 3, 3)
(-3, -3, 0), (1, 1, 0)
(-7, -5, 8), (1, 3, 0)
(-8, -1, 5), (0, 3, 1)
(-8, 1, 3), (0, 1, 3)
(-3, -1, 0), (1, 3, 0)
(-7, -3, 8), (1, 1, 0)
(-8, -1, 7), (0, 3, 3)
(-8, 1, 5), (0, 1, 1)
(-3, 0, 1), (1, 0, 1)
(-1, -1, 0), (3, 3, 0)
(-8, 1, 7), (0, 1, 3)
(-7, -1, 8), (1, 3, 0)
(-8, 3, 5), (0, 3, 1)
(-5, -3, 8), (3, 1, 0)
(-1, 0, 1), (3, 0, 1)
(-8, 3, 7), (0, 3, 3)
(-7, 1, 8), (1, 1, 0)
(-5, -1, 8), (3, 3, 0)
(-1, 0, 3), (3, 0, 3)
(0, 1, 1), (0, 1, 1)
(-8, 5, 7), (0, 1, 3)
(-5, 1, 8), (3, 1, 0)
(-3, -1, 8), (1, 3, 0)
(0, 1, 3), (0, 1, 3)
(-7, 5, 8), (1, 1, 0)
(-5, 3, 8), (3, 3, 0)
(-3, 1, 8), (1, 1, 0)
(-1, 3, 4), (3, 3, 0)
(0, 3, 3), (0, 3, 3)
(1, 1, 4), (1, 1, 0)
(-7, 7, 8), (1, 3, 0)
(-5, 5, 8), (3, 1, 0)
(-3, 3, 8), (1, 3, 0)
(-1, 1, 8), (3, 1, 0)
(1, 3, 4), (1, 3, 0)
(-5, 7, 8), (3, 3, 0)
(-3, 5, 8), (1, 1, 0)
(-1, 3, 8), (3, 3, 0)
(1, 1, 8), (1, 1, 0)
(1, 4, 5), (1, 0, 1)
(3, 3, 4), (3, 3, 0)
(-3, 7, 8), (1, 3, 0)
(-1, 5, 8), (3, 1, 0)
(1, 3, 8), (1, 3, 0)
(1, 4, 7), (1, 0, 3)
(3, 4, 5), (3, 0, 1)
(-1, 7, 8), (3, 3, 0)
(0, 7, 7), (0, 3, 3)
(1, 5, 8), (1, 1, 0)
(3, 4, 7), (3, 0, 3)
(4, 5, 5), (0, 1, 1)
(1, 7, 8), (1, 3, 0)
(3, 5, 8), (3, 1, 0)
(4, 5, 7), (0, 1, 3)
(3, 7, 8), (3, 3, 0)
(4, 7, 7), (0, 3, 3)
(5, 5, 8), (1, 1, 0)
(5, 7, 8), (1, 3, 0)
(7, 7, 8), (3, 3, 0)
