(-5, 13, -26), [3, 1, 2] 
(-5, 15, -32), [3, 3, 0] 
(-4, 11, -26), [0, 3, 2] 
(-3, -3, 22), [1, 1, 2] 
(-3, -1, 14), [1, 3, 2] 
(-3, 1, 6), [1, 1, 2] 
(-3, 1, 8), [1, 1, 0] 
(-3, 3, 0), [1, 3, 0] 
(-3, 3, 2), [1, 3, 2] 
(-3, 5, -10), [1, 1, 2] 
(-3, 5, -8), [1, 1, 0] 
(-3, 5, -4), [1, 1, 0] 
(-3, 7, -18), [1, 3, 2] 
(-3, 7, -16), [1, 3, 0] 
(-3, 7, -12), [1, 3, 0] 
(-3, 9, -22), [1, 1, 2] 
(-3, 9, -20), [1, 1, 0] 
(-3, 9, -18), [1, 1, 2] 
(-3, 9, -16), [1, 1, 0] 
(-3, 11, -22), [1, 3, 2] 
(-3, 11, -20), [1, 3, 0] 
(-2, -3, 18), [2, 1, 2] 
(-2, -1, 8), [2, 3, 0] 
(-2, -1, 12), [2, 3, 0] 
(-2, 1, -2), [2, 1, 2] 
(-2, 1, 2), [2, 1, 2] 
(-2, 3, 0), [2, 3, 0] 
(-2, 5, -12), [2, 1, 0] 
(-1, -3, 6), [3, 1, 2] 
(-1, -3, 8), [3, 1, 0] 
(-1, -3, 10), [3, 1, 2] 
(-1, -1, -2), [3, 3, 2] 
(-1, -1, 0), [3, 3, 0] 
(-1, -1, 2), [3, 3, 2] 
(-1, -1, 4), [3, 3, 0] 
(-1, -1, 6), [3, 3, 2] 
(-1, -1, 8), [3, 3, 0] 
(-1, -1, 10), [3, 3, 2] 
(-1, -1, 12), [3, 3, 0] 
(-1, 1, -10), [3, 1, 2] 
(-1, 1, -6), [3, 1, 2] 
(-1, 1, -4), [3, 1, 0] 
(-1, 1, -2), [3, 1, 2] 
(-1, 1, 0), [3, 1, 0] 
(-1, 1, 2), [3, 1, 2] 
(-1, 1, 4), [3, 1, 0] 
(-1, 1, 6), [3, 1, 2] 
(-1, 1, 8), [3, 1, 0] 
(-1, 3, -12), [3, 3, 0] 
(-1, 3, -10), [3, 3, 2] 
(-1, 3, -6), [3, 3, 2] 
(-1, 3, -4), [3, 3, 0] 
(-1, 3, -2), [3, 3, 2] 
(-1, 3, 0), [3, 3, 0] 
(-1, 3, 2), [3, 3, 2] 
(-1, 3, 4), [3, 3, 0] 
(-1, 5, -12), [3, 1, 0] 
(-1, 5, -6), [3, 1, 2] 
(-1, 5, -4), [3, 1, 0] 
(-1, 5, -2), [3, 1, 2] 
(-1, 5, 0), [3, 1, 0] 
(-1, 7, -10), [3, 3, 2] 
(0, 1, -8), [0, 1, 0] 
(0, 1, 8), [0, 1, 0] 
(0, 3, -4), [0, 3, 0] 
(0, 3, 4), [0, 3, 0] 
(0, 5, -4), [0, 1, 0] 
(0, 5, 4), [0, 1, 0] 
(1, -3, -10), [1, 1, 2] 
(1, -3, -8), [1, 1, 0] 
(1, -3, -6), [1, 1, 2] 
(1, -1, -12), [1, 3, 0] 
(1, -1, -10), [1, 3, 2] 
(1, -1, -8), [1, 3, 0] 
(1, -1, -6), [1, 3, 2] 
(1, -1, -4), [1, 3, 0] 
(1, -1, -2), [1, 3, 2] 
(1, -1, 0), [1, 3, 0] 
(1, -1, 2), [1, 3, 2] 
(1, 1, -8), [1, 1, 0] 
(1, 1, -6), [1, 1, 2] 
(1, 1, -4), [1, 1, 0] 
(1, 1, -2), [1, 1, 2] 
(1, 1, 0), [1, 1, 0] 
(1, 1, 2), [1, 1, 2] 
(1, 1, 4), [1, 1, 0] 
(1, 1, 6), [1, 1, 2] 
(1, 1, 10), [1, 1, 2] 
(1, 3, -4), [1, 3, 0] 
(1, 3, -2), [1, 3, 2] 
(1, 3, 0), [1, 3, 0] 
(1, 3, 2), [1, 3, 2] 
(1, 3, 4), [1, 3, 0] 
(1, 3, 6), [1, 3, 2] 
(1, 3, 10), [1, 3, 2] 
(1, 3, 12), [1, 3, 0] 
(1, 5, 0), [1, 1, 0] 
(1, 5, 2), [1, 1, 2] 
(1, 5, 4), [1, 1, 0] 
(1, 5, 6), [1, 1, 2] 
(1, 5, 12), [1, 1, 0] 
(1, 7, 10), [1, 3, 2] 
(2, -3, -18), [2, 1, 2] 
(2, -1, -12), [2, 3, 0] 
(2, -1, -8), [2, 3, 0] 
(2, 1, -2), [2, 1, 2] 
(2, 1, 2), [2, 1, 2] 
(2, 3, 0), [2, 3, 0] 
(2, 5, 12), [2, 1, 0] 
(3, -3, -22), [3, 1, 2] 
(3, -1, -14), [3, 3, 2] 
(3, 1, -8), [3, 1, 0] 
(3, 1, -6), [3, 1, 2] 
(3, 3, -2), [3, 3, 2] 
(3, 3, 0), [3, 3, 0] 
(3, 5, 4), [3, 1, 0] 
(3, 5, 8), [3, 1, 0] 
(3, 5, 10), [3, 1, 2] 
(3, 7, 12), [3, 3, 0] 
(3, 7, 16), [3, 3, 0] 
(3, 7, 18), [3, 3, 2] 
(3, 9, 16), [3, 1, 0] 
(3, 9, 18), [3, 1, 2] 
(3, 9, 20), [3, 1, 0] 
(3, 9, 22), [3, 1, 2] 
(3, 11, 20), [3, 3, 0] 
(3, 11, 22), [3, 3, 2] 
(4, 11, 26), [0, 3, 2] 
(5, 13, 26), [1, 1, 2] 
(5, 15, 32), [1, 3, 0] 
