(-15, 110, -494), (1, 2, 2)
(-14, 99, -442), (2, 3, 2)
(-13, 79, -325), (3, 3, 3)
(-13, 83, -351), (3, 3, 1)
(-7, -2, 104), (1, 2, 0)
(-7, 11, 13), (1, 3, 1)
(-6, -11, 143), (2, 1, 3)
(-6, -1, 78), (2, 3, 2)
(-6, 11, 13), (2, 3, 1)
(-5, -3, 65), (3, 1, 1)
(-4, -11, 91), (0, 1, 3)
(-4, -11, 117), (0, 1, 1)
(-4, -7, 91), (0, 1, 3)
(-3, -12, 78), (1, 0, 2)
(-2, -11, 65), (2, 1, 1)
(-1, -11, 39), (3, 1, 3)
(1, -11, -39), (1, 1, 1)
(2, -11, -65), (2, 1, 3)
(3, -12, -78), (3, 0, 2)
(4, -11, -117), (0, 1, 3)
(4, -11, -91), (0, 1, 1)
(4, -7, -91), (0, 1, 1)
(5, -3, -65), (1, 1, 3)
(6, -11, -143), (2, 1, 1)
(6, -1, -78), (2, 3, 2)
(6, 11, -13), (2, 3, 3)
(7, -2, -104), (3, 2, 0)
(7, 11, -13), (3, 3, 3)
(13, 79, 325), (1, 3, 1)
(13, 83, 351), (1, 3, 3)
(14, 99, 442), (2, 3, 2)
(15, 110, 494), (3, 2, 2)
