[1, -19, 171, -931, 3249, -6859, 6859], (-19, 171, -931)
[1, 0, 0, -133, 0, 0, 6859], (0, 0, -133)
[1, 0, 0, -95, 0, 0, 6859], (0, 0, -95)
[1, 0, 0, -57, 0, 0, 6859], (0, 0, -57)
[1, 0, 0, -19, 0, 0, 6859], (0, 0, -19)
[1, 0, 0, 19, 0, 0, 6859], (0, 0, 19)
[1, 0, 0, 57, 0, 0, 6859], (0, 0, 57)
[1, 0, 0, 95, 0, 0, 6859], (0, 0, 95)
[1, 0, 0, 133, 0, 0, 6859], (0, 0, 133)
[1, 0, 38, -19, 722, 0, 6859], (0, 38, -19)
[1, 0, 38, 19, 722, 0, 6859], (0, 38, 19)
[1, 19, 171, 931, 3249, 6859, 6859], (19, 171, 931)
