1,-12,69,-264,759,-1452,1331
1,-11,63,-242,693,-1331,1331
1,-10,57,-220,627,-1210,1331
1,-10,58,-220,638,-1210,1331
1,-9,51,-198,561,-1089,1331
1,-8,45,-176,495,-968,1331
1,-8,48,-176,528,-968,1331
1,-8,49,-176,539,-968,1331
1,-7,39,-154,429,-847,1331
1,-7,43,-154,473,-847,1331
1,-6,38,-132,418,-726,1331
1,-6,41,-132,451,-726,1331
1,-6,42,-132,462,-726,1331
1,-5,27,-110,297,-605,1331
1,-4,21,-88,231,-484,1331
1,-4,28,-88,308,-484,1331
1,-4,36,-88,396,-484,1331
1,-4,37,-88,407,-484,1331
1,-3,15,-66,165,-363,1331
1,-3,23,-66,253,-363,1331
1,-3,29,-66,319,-363,1331
1,-2,9,-44,99,-242,1331
1,-2,18,-44,198,-242,1331
1,-2,25,-44,275,-242,1331
1,-2,30,-44,330,-242,1331
1,-1,3,-22,33,-121,1331
1,-1,13,-22,143,-121,1331
1,-1,21,-22,231,-121,1331
1,-1,27,-22,297,-121,1331
1,0,-3,0,-33,0,1331
1,0,8,0,88,0,1331
1,0,17,0,187,0,1331
1,0,24,0,264,0,1331
1,0,29,0,319,0,1331
1,1,3,22,33,121,1331
1,1,13,22,143,121,1331
1,1,21,22,231,121,1331
1,1,27,22,297,121,1331
1,2,9,44,99,242,1331
1,2,18,44,198,242,1331
1,2,25,44,275,242,1331
1,2,30,44,330,242,1331
1,3,15,66,165,363,1331
1,3,23,66,253,363,1331
1,3,29,66,319,363,1331
1,4,21,88,231,484,1331
1,4,28,88,308,484,1331
1,4,36,88,396,484,1331
1,4,37,88,407,484,1331
1,5,27,110,297,605,1331
1,6,38,132,418,726,1331
1,6,41,132,451,726,1331
1,6,42,132,462,726,1331
1,7,39,154,429,847,1331
1,7,43,154,473,847,1331
1,8,45,176,495,968,1331
1,8,48,176,528,968,1331
1,8,49,176,539,968,1331
1,9,51,198,561,1089,1331
1,10,57,220,627,1210,1331
1,10,58,220,638,1210,1331
1,11,63,242,693,1331,1331
1,12,69,264,759,1452,1331
