[1, -7, 16, -23, 112, -343, 343], (3, -5, -5)
[1, -7, 28, -83, 196, -343, 343], (-5, -3, 1)
[1, -7, 32, -103, 224, -343, 343], (-5, -1, -1)
[1, -7, 35, -106, 245, -343, 343], (-4, -2, -1)
[1, -7, 36, -107, 252, -343, 343], (-1, -3, -3)
[1, -6, 6, 16, 42, -294, 343], (4, -5, -5)
[1, -5, -4, 55, -28, -245, 343], (5, -5, -5)
[1, -5, 12, -25, 84, -245, 343], (-5, -3, 3)
[1, -5, 20, -65, 140, -245, 343], (-5, -1, 1)
[1, -5, 24, -61, 168, -245, 343], (1, -3, -3)
[1, -5, 28, -73, 196, -245, 343], (-3, -1, -1)
[1, -3, -4, 33, -28, -147, 343], (-5, -3, 5)
[1, -3, 8, -27, 56, -147, 343], (-5, -1, 3)
[1, -3, 12, -47, 84, -147, 343], (-5, 1, 1)
[1, -3, 12, -15, 84, -147, 343], (3, -3, -3)
[1, -3, 20, -39, 140, -147, 343], (-3, -1, 1)
[1, -3, 21, -38, 147, -147, 343], (1, -2, -2)
[1, -3, 24, -43, 168, -147, 343], (-1, -1, -1)
[1, -1, -4, 11, -28, -49, 343], (-5, -1, 5)
[1, -1, 0, 31, 0, -49, 343], (5, -3, -3)
[1, -1, 4, -29, 28, -49, 343], (-5, 1, 3)
[1, -1, 12, -5, 84, -49, 343], (-3, -1, 3)
[1, -1, 16, -17, 112, -49, 343], (-3, 1, 1)
[1, -1, 17, -10, 119, -49, 343], (-2, -1, 2)
[1, -1, 20, -13, 140, -49, 343], (1, -1, -1)
[1, 1, -4, -11, -28, 49, 343], (-5, 1, 5)
[1, 1, 0, -31, 0, 49, 343], (-5, 3, 3)
[1, 1, 4, 29, 28, 49, 343], (-3, -1, 5)
[1, 1, 12, 5, 84, 49, 343], (-3, 1, 3)
[1, 1, 16, 17, 112, 49, 343], (3, -1, -1)
[1, 1, 17, 10, 119, 49, 343], (-2, 1, 2)
[1, 1, 20, 13, 140, 49, 343], (-1, 1, 1)
[1, 3, -4, -33, -28, 147, 343], (-5, 3, 5)
[1, 3, 8, 27, 56, 147, 343], (-3, 1, 5)
[1, 3, 12, 15, 84, 147, 343], (-3, 3, 3)
[1, 3, 12, 47, 84, 147, 343], (5, -1, -1)
[1, 3, 20, 39, 140, 147, 343], (-1, 1, 3)
[1, 3, 21, 38, 147, 147, 343], (-1, 2, 2)
[1, 3, 24, 43, 168, 147, 343], (1, 1, 1)
[1, 5, -4, -55, -28, 245, 343], (-5, 5, 5)
[1, 5, 12, 25, 84, 245, 343], (-3, 3, 5)
[1, 5, 20, 65, 140, 245, 343], (-1, 1, 5)
[1, 5, 24, 61, 168, 245, 343], (-1, 3, 3)
[1, 5, 28, 73, 196, 245, 343], (3, 1, 1)
[1, 6, 6, -16, 42, 294, 343], (-4, 5, 5)
[1, 7, 16, 23, 112, 343, 343], (-3, 5, 5)
[1, 7, 28, 83, 196, 343, 343], (-1, 3, 5)
[1, 7, 32, 103, 224, 343, 343], (5, 1, 1)
[1, 7, 35, 106, 245, 343, 343], (1, 2, 4)
[1, 7, 36, 107, 252, 343, 343], (1, 3, 3)
[1, 9, 36, 101, 252, 441, 343], (-1, 5, 5)
[1, 9, 44, 141, 308, 441, 343], (1, 3, 5)
[1, 9, 45, 142, 315, 441, 343], (1, 4, 4)
[1, 9, 45, 146, 315, 441, 343], (5, 2, 2)
[1, 9, 48, 153, 336, 441, 343], (3, 3, 3)
[1, 10, 50, 160, 350, 490, 343], (1, 4, 5)
[1, 10, 52, 170, 364, 490, 343], (2, 3, 5)
[1, 10, 53, 172, 371, 490, 343], (2, 4, 4)
[1, 11, 56, 179, 392, 539, 343], (1, 5, 5)
[1, 11, 59, 194, 413, 539, 343], (2, 4, 5)
[1, 11, 60, 199, 420, 539, 343], (5, 3, 3)
[1, 12, 66, 218, 462, 588, 343], (2, 5, 5)
[1, 12, 69, 232, 483, 588, 343], (4, 4, 4)
