1,-8,37,-112,259,-392,343
1,-7,32,-98,224,-343,343
1,-6,12,-14,84,-294,343
1,-6,15,-28,105,-294,343
1,-6,19,-49,133,-294,343
1,-6,23,-63,161,-294,343
1,-6,25,-84,175,-294,343
1,-6,27,-84,189,-294,343
1,-6,30,-84,210,-294,343
1,-5,4,14,28,-245,343
1,-5,13,-28,91,-245,343
1,-5,18,-42,126,-245,343
1,-5,20,-56,140,-245,343
1,-5,26,-70,182,-245,343
1,-4,2,14,14,-196,343
1,-4,3,7,21,-196,343
1,-4,9,-21,63,-196,343
1,-4,10,-14,70,-196,343
1,-4,11,-28,77,-196,343
1,-4,15,-56,105,-196,343
1,-4,16,-42,112,-196,343
1,-4,17,-56,119,-196,343
1,-4,17,-49,119,-196,343
1,-4,18,-56,126,-196,343
1,-4,18,-42,126,-196,343
1,-4,19,-56,133,-196,343
1,-4,25,-56,175,-196,343
1,-3,-3,28,-21,-147,343
1,-3,2,0,14,-147,343
1,-3,3,14,21,-147,343
1,-3,9,-42,63,-147,343
1,-3,9,-28,63,-147,343
1,-3,9,-14,63,-147,343
1,-3,10,-42,70,-147,343
1,-3,10,-14,70,-147,343
1,-3,12,-42,84,-147,343
1,-3,13,-42,91,-147,343
1,-3,15,-42,105,-147,343
1,-3,16,-42,112,-147,343
1,-3,16,-28,112,-147,343
1,-2,-1,7,-7,-98,343
1,-2,-1,28,-7,-98,343
1,-2,1,-7,7,-98,343
1,-2,4,-28,28,-98,343
1,-2,4,0,28,-98,343
1,-2,4,14,28,-98,343
1,-2,5,-28,35,-98,343
1,-2,6,0,42,-98,343
1,-2,8,-28,56,-98,343
1,-2,8,-14,56,-98,343
1,-2,9,-28,63,-98,343
1,-2,10,-28,70,-98,343
1,-2,11,-28,77,-98,343
1,-2,11,-7,77,-98,343
1,-2,12,-28,84,-98,343
1,-2,15,-28,105,-98,343
1,-2,15,-21,105,-98,343
1,-2,16,-28,112,-98,343
1,-2,17,-28,119,-98,343
1,-1,-2,28,-14,-49,343
1,-1,-1,-14,-7,-49,343
1,-1,2,-14,14,-49,343
1,-1,2,14,14,-49,343
1,-1,3,-14,21,-49,343
1,-1,4,-14,28,-49,343
1,-1,5,-28,35,-49,343
1,-1,5,-14,35,-49,343
1,-1,5,14,35,-49,343
1,-1,6,-14,42,-49,343
1,-1,8,-14,56,-49,343
1,-1,10,-14,70,-49,343
1,-1,11,-14,77,-49,343
1,-1,12,-14,84,-49,343
1,-1,13,-14,91,-49,343
1,-1,16,-14,112,-49,343
1,-1,17,-14,119,-49,343
1,0,-5,0,-35,0,343
1,0,-3,0,-21,0,343
1,0,-2,0,-14,0,343
1,0,-1,-21,-7,0,343
1,0,-1,0,-7,0,343
1,0,-1,21,-7,0,343
1,0,1,0,7,0,343
1,0,2,0,14,0,343
1,0,3,-28,21,0,343
1,0,3,0,21,0,343
1,0,3,28,21,0,343
1,0,4,0,28,0,343
1,0,5,-21,35,0,343
1,0,5,21,35,0,343
1,0,6,-14,42,0,343
1,0,6,0,42,0,343
1,0,6,14,42,0,343
1,0,8,0,56,0,343
1,0,9,0,63,0,343
1,0,10,0,70,0,343
1,0,11,0,77,0,343
1,0,13,-7,91,0,343
1,0,13,0,91,0,343
1,0,13,7,91,0,343
1,0,15,0,105,0,343
1,0,16,0,112,0,343
1,1,-2,-28,-14,49,343
1,1,-1,14,-7,49,343
1,1,2,-14,14,49,343
1,1,2,14,14,49,343
1,1,3,14,21,49,343
1,1,4,14,28,49,343
1,1,5,-14,35,49,343
1,1,5,14,35,49,343
1,1,5,28,35,49,343
1,1,6,14,42,49,343
1,1,8,14,56,49,343
1,1,10,14,70,49,343
1,1,11,14,77,49,343
1,1,12,14,84,49,343
1,1,13,14,91,49,343
1,1,16,14,112,49,343
1,1,17,14,119,49,343
1,2,-1,-28,-7,98,343
1,2,-1,-7,-7,98,343
1,2,1,7,7,98,343
1,2,4,-14,28,98,343
1,2,4,0,28,98,343
1,2,4,28,28,98,343
1,2,5,28,35,98,343
1,2,6,0,42,98,343
1,2,8,14,56,98,343
1,2,8,28,56,98,343
1,2,9,28,63,98,343
1,2,10,28,70,98,343
1,2,11,7,77,98,343
1,2,11,28,77,98,343
1,2,12,28,84,98,343
1,2,15,21,105,98,343
1,2,15,28,105,98,343
1,2,16,28,112,98,343
1,2,17,28,119,98,343
1,3,-3,-28,-21,147,343
1,3,2,0,14,147,343
1,3,3,-14,21,147,343
1,3,9,14,63,147,343
1,3,9,28,63,147,343
1,3,9,42,63,147,343
1,3,10,14,70,147,343
1,3,10,42,70,147,343
1,3,12,42,84,147,343
1,3,13,42,91,147,343
1,3,15,42,105,147,343
1,3,16,28,112,147,343
1,3,16,42,112,147,343
1,4,2,-14,14,196,343
1,4,3,-7,21,196,343
1,4,9,21,63,196,343
1,4,10,14,70,196,343
1,4,11,28,77,196,343
1,4,15,56,105,196,343
1,4,16,42,112,196,343
1,4,17,49,119,196,343
1,4,17,56,119,196,343
1,4,18,42,126,196,343
1,4,18,56,126,196,343
1,4,19,56,133,196,343
1,4,25,56,175,196,343
1,5,4,-14,28,245,343
1,5,13,28,91,245,343
1,5,18,42,126,245,343
1,5,20,56,140,245,343
1,5,26,70,182,245,343
1,6,12,14,84,294,343
1,6,15,28,105,294,343
1,6,19,49,133,294,343
1,6,23,63,161,294,343
1,6,25,84,175,294,343
1,6,27,84,189,294,343
1,6,30,84,210,294,343
1,7,32,98,224,343,343
1,8,37,112,259,392,343
