(-19, 185, -1148), [1, -19, 185, -1148, 4625, -11875, 15625], 3.25.at_hd_abse
(-19, 185, -1144), [1, -19, 185, -1144, 4625, -11875, 15625], 3.25.at_hd_absa
(-19, 185, -1129), [1, -19, 185, -1129, 4625, -11875, 15625], 3.25.at_hd_abrl
(-19, 185, -1128), [1, -19, 185, -1128, 4625, -11875, 15625], 3.25.at_hd_abrk
(-19, 186, -1146), [1, -19, 186, -1146, 4650, -11875, 15625], 3.25.at_he_absc
(-19, 186, -1138), [1, -19, 186, -1138, 4650, -11875, 15625], 3.25.at_he_abru
(-19, 187, -1159), [1, -19, 187, -1159, 4675, -11875, 15625], 3.25.at_hf_absp
(-19, 187, -1156), [1, -19, 187, -1156, 4675, -11875, 15625], 3.25.at_hf_absm
(-19, 187, -1152), [1, -19, 187, -1152, 4675, -11875, 15625], 3.25.at_hf_absi
(-19, 187, -1144), [1, -19, 187, -1144, 4675, -11875, 15625], 3.25.at_hf_absa
(-19, 188, -1154), [1, -19, 188, -1154, 4700, -11875, 15625], 3.25.at_hg_absk
(-19, 189, -1169), [1, -19, 189, -1169, 4725, -11875, 15625], 3.25.at_hh_absz
(-19, 189, -1168), [1, -19, 189, -1168, 4725, -11875, 15625], 3.25.at_hh_absy
(-19, 189, -1161), [1, -19, 189, -1161, 4725, -11875, 15625], 3.25.at_hh_absr
(-19, 190, -1174), [1, -19, 190, -1174, 4750, -11875, 15625], 3.25.at_hi_abte
(-19, 191, -1176), [1, -19, 191, -1176, 4775, -11875, 15625], 3.25.at_hj_abtg
(-19, 193, -1189), [1, -19, 193, -1189, 4825, -11875, 15625], 3.25.at_hl_abtt
(-18, 143, -779), [1, -18, 143, -779, 3575, -11250, 15625], 3.25.as_fn_abdz
(-18, 145, -799), [1, -18, 145, -799, 3625, -11250, 15625], 3.25.as_fp_abet
(-18, 147, -818), [1, -18, 147, -818, 3675, -11250, 15625], 3.25.as_fr_abfm
(-18, 147, -817), [1, -18, 147, -817, 3675, -11250, 15625], 3.25.as_fr_abfl
(-18, 149, -838), [1, -18, 149, -838, 3725, -11250, 15625], 3.25.as_ft_abgg
(-18, 149, -836), [1, -18, 149, -836, 3725, -11250, 15625], 3.25.as_ft_abge
(-18, 150, -848), [1, -18, 150, -848, 3750, -11250, 15625], 3.25.as_fu_abgq
(-18, 151, -857), [1, -18, 151, -857, 3775, -11250, 15625], 3.25.as_fv_abgz
(-18, 153, -879), [1, -18, 153, -879, 3825, -11250, 15625], 3.25.as_fx_abhv
(-18, 153, -877), [1, -18, 153, -877, 3825, -11250, 15625], 3.25.as_fx_abht
(-18, 154, -888), [1, -18, 154, -888, 3850, -11250, 15625], 3.25.as_fy_abie
(-18, 155, -897), [1, -18, 155, -897, 3875, -11250, 15625], 3.25.as_fz_abin
(-18, 157, -918), [1, -18, 157, -918, 3925, -11250, 15625], 3.25.as_gb_abji
(-18, 157, -917), [1, -18, 157, -917, 3925, -11250, 15625], 3.25.as_gb_abjh
(-18, 158, -928), [1, -18, 158, -928, 3950, -11250, 15625], 3.25.as_gc_abjs
(-18, 160, -942), [1, -18, 160, -942, 4000, -11250, 15625], 3.25.as_ge_abkg
(-18, 161, -959), [1, -18, 161, -959, 4025, -11250, 15625], 3.25.as_gf_abkx
(-18, 162, -968), [1, -18, 162, -968, 4050, -11250, 15625], 3.25.as_gg_ablg
(-18, 163, -962), [1, -18, 163, -962, 4075, -11250, 15625], 3.25.as_gh_abla
(-18, 165, -997), [1, -18, 165, -997, 4125, -11250, 15625], 3.25.as_gj_abmj
(-18, 165, -979), [1, -18, 165, -979, 4125, -11250, 15625], 3.25.as_gj_ablr
(-18, 166, -1008), [1, -18, 166, -1008, 4150, -11250, 15625], 3.25.as_gk_abmu
(-18, 167, -1019), [1, -18, 167, -1019, 4175, -11250, 15625], 3.25.as_gl_abnf
(-18, 167, -1017), [1, -18, 167, -1017, 4175, -11250, 15625], 3.25.as_gl_abnd
(-18, 167, -1011), [1, -18, 167, -1011, 4175, -11250, 15625], 3.25.as_gl_abmx
(-18, 167, -1001), [1, -18, 167, -1001, 4175, -11250, 15625], 3.25.as_gl_abmn
(-18, 167, -997), [1, -18, 167, -997, 4175, -11250, 15625], 3.25.as_gl_abmj
(-18, 168, -1016), [1, -18, 168, -1016, 4200, -11250, 15625], 3.25.as_gm_abnc
(-18, 169, -1039), [1, -18, 169, -1039, 4225, -11250, 15625], 3.25.as_gn_abnz
(-18, 169, -1033), [1, -18, 169, -1033, 4225, -11250, 15625], 3.25.as_gn_abnt
(-18, 169, -1026), [1, -18, 169, -1026, 4225, -11250, 15625], 3.25.as_gn_abnm
(-18, 169, -1013), [1, -18, 169, -1013, 4225, -11250, 15625], 3.25.as_gn_abmz
(-18, 170, -1044), [1, -18, 170, -1044, 4250, -11250, 15625], 3.25.as_go_aboe
(-18, 170, -1032), [1, -18, 170, -1032, 4250, -11250, 15625], 3.25.as_go_abns
(-18, 171, -1058), [1, -18, 171, -1058, 4275, -11250, 15625], 3.25.as_gp_abos
(-18, 171, -1057), [1, -18, 171, -1057, 4275, -11250, 15625], 3.25.as_gp_abor
(-18, 171, -1037), [1, -18, 171, -1037, 4275, -11250, 15625], 3.25.as_gp_abnx
(-18, 171, -1031), [1, -18, 171, -1031, 4275, -11250, 15625], 3.25.as_gp_abnr
(-18, 173, -1067), [1, -18, 173, -1067, 4325, -11250, 15625], 3.25.as_gr_abpb
(-18, 173, -1049), [1, -18, 173, -1049, 4325, -11250, 15625], 3.25.as_gr_aboj
(-18, 174, -1068), [1, -18, 174, -1068, 4350, -11250, 15625], 3.25.as_gs_abpc
(-18, 175, -1067), [1, -18, 175, -1067, 4375, -11250, 15625], 3.25.as_gt_abpb
(-18, 175, -1062), [1, -18, 175, -1062, 4375, -11250, 15625], 3.25.as_gt_abow
(-18, 176, -1078), [1, -18, 176, -1078, 4400, -11250, 15625], 3.25.as_gu_abpm
(-18, 176, -1076), [1, -18, 176, -1076, 4400, -11250, 15625], 3.25.as_gu_abpk
(-18, 176, -1072), [1, -18, 176, -1072, 4400, -11250, 15625], 3.25.as_gu_abpg
(-18, 177, -1079), [1, -18, 177, -1079, 4425, -11250, 15625], 3.25.as_gv_abpn
(-18, 179, -1094), [1, -18, 179, -1094, 4475, -11250, 15625], 3.25.as_gx_abqc
(-18, 179, -1093), [1, -18, 179, -1093, 4475, -11250, 15625], 3.25.as_gx_abqb
(-17, 127, -669), [1, -17, 127, -669, 3175, -10625, 15625], 3.25.ar_ex_azt
(-17, 128, -678), [1, -17, 128, -678, 3200, -10625, 15625], 3.25.ar_ey_abac
(-17, 130, -698), [1, -17, 130, -698, 3250, -10625, 15625], 3.25.ar_fa_abaw
(-17, 131, -709), [1, -17, 131, -709, 3275, -10625, 15625], 3.25.ar_fb_abbh
(-17, 131, -708), [1, -17, 131, -708, 3275, -10625, 15625], 3.25.ar_fb_abbg
(-17, 135, -746), [1, -17, 135, -746, 3375, -10625, 15625], 3.25.ar_ff_abcs
(-17, 136, -758), [1, -17, 136, -758, 3400, -10625, 15625], 3.25.ar_fg_abde
(-17, 141, -808), [1, -17, 141, -808, 3525, -10625, 15625], 3.25.ar_fl_abfc
(-17, 142, -806), [1, -17, 142, -806, 3550, -10625, 15625], 3.25.ar_fm_abfa
(-17, 143, -829), [1, -17, 143, -829, 3575, -10625, 15625], 3.25.ar_fn_abfx
(-17, 145, -847), [1, -17, 145, -847, 3625, -10625, 15625], 3.25.ar_fp_abgp
(-17, 147, -862), [1, -17, 147, -862, 3675, -10625, 15625], 3.25.ar_fr_abhe
(-17, 147, -848), [1, -17, 147, -848, 3675, -10625, 15625], 3.25.ar_fr_abgq
(-17, 149, -887), [1, -17, 149, -887, 3725, -10625, 15625], 3.25.ar_ft_abid
(-17, 150, -894), [1, -17, 150, -894, 3750, -10625, 15625], 3.25.ar_fu_abik
(-17, 151, -908), [1, -17, 151, -908, 3775, -10625, 15625], 3.25.ar_fv_abiy
(-17, 151, -884), [1, -17, 151, -884, 3775, -10625, 15625], 3.25.ar_fv_abia
(-17, 152, -918), [1, -17, 152, -918, 3800, -10625, 15625], 3.25.ar_fw_abji
(-17, 153, -923), [1, -17, 153, -923, 3825, -10625, 15625], 3.25.ar_fx_abjn
(-17, 154, -934), [1, -17, 154, -934, 3850, -10625, 15625], 3.25.ar_fy_abjy
(-17, 154, -932), [1, -17, 154, -932, 3850, -10625, 15625], 3.25.ar_fy_abjw
(-17, 155, -949), [1, -17, 155, -949, 3875, -10625, 15625], 3.25.ar_fz_abkn
(-17, 155, -948), [1, -17, 155, -948, 3875, -10625, 15625], 3.25.ar_fz_abkm
(-17, 155, -916), [1, -17, 155, -916, 3875, -10625, 15625], 3.25.ar_fz_abjg
(-17, 157, -969), [1, -17, 157, -969, 3925, -10625, 15625], 3.25.ar_gb_ablh
(-17, 157, -968), [1, -17, 157, -968, 3925, -10625, 15625], 3.25.ar_gb_ablg
(-17, 157, -967), [1, -17, 157, -967, 3925, -10625, 15625], 3.25.ar_gb_ablf
(-17, 157, -952), [1, -17, 157, -952, 3925, -10625, 15625], 3.25.ar_gb_abkq
(-17, 158, -966), [1, -17, 158, -966, 3950, -10625, 15625], 3.25.ar_gc_able
(-17, 161, -983), [1, -17, 161, -983, 4025, -10625, 15625], 3.25.ar_gf_ablv
(-17, 161, -969), [1, -17, 161, -969, 4025, -10625, 15625], 3.25.ar_gf_ablh
(-17, 161, -968), [1, -17, 161, -968, 4025, -10625, 15625], 3.25.ar_gf_ablg
(-17, 162, -978), [1, -17, 162, -978, 4050, -10625, 15625], 3.25.ar_gg_ablq
(-17, 163, -992), [1, -17, 163, -992, 4075, -10625, 15625], 3.25.ar_gh_abme
(-17, 167, -1008), [1, -17, 167, -1008, 4175, -10625, 15625], 3.25.ar_gl_abmu
(-16, 103, -479), [1, -16, 103, -479, 2575, -10000, 15625], 3.25.aq_dz_asl
(-16, 105, -499), [1, -16, 105, -499, 2625, -10000, 15625], 3.25.aq_eb_atf
(-16, 106, -508), [1, -16, 106, -508, 2650, -10000, 15625], 3.25.aq_ec_ato
(-16, 107, -519), [1, -16, 107, -519, 2675, -10000, 15625], 3.25.aq_ed_atz
(-16, 107, -518), [1, -16, 107, -518, 2675, -10000, 15625], 3.25.aq_ed_aty
