1,-14,99,-436,1287,-2366,2197
1,-14,103,-460,1339,-2366,2197
1,-12,60,-214,780,-2028,2197
1,-12,84,-366,1092,-2028,2197
1,-12,84,-362,1092,-2028,2197
1,-11,63,-250,819,-1859,2197
1,-11,71,-314,923,-1859,2197
1,-10,32,-64,416,-1690,2197
1,-10,51,-188,663,-1690,2197
1,-10,67,-284,871,-1690,2197
1,-10,71,-292,923,-1690,2197
1,-9,39,-126,507,-1521,2197
1,-8,4,86,52,-1352,2197
1,-8,27,-64,351,-1352,2197
1,-8,44,-158,572,-1352,2197
1,-8,52,-214,676,-1352,2197
1,-7,15,-2,195,-1183,2197
1,-7,47,-166,611,-1183,2197
1,-6,3,60,39,-1014,2197
1,-6,24,-56,312,-1014,2197
1,-6,39,-124,507,-1014,2197
1,-6,48,-160,624,-1014,2197
1,-5,-9,122,-117,-845,2197
1,-5,31,-82,403,-845,2197
1,-4,4,46,52,-676,2197
1,-4,23,-40,299,-676,2197
1,-4,28,-110,364,-676,2197
1,-4,36,-86,468,-676,2197
1,-3,15,-106,195,-507,2197
1,-3,15,2,195,-507,2197
1,-2,7,44,91,-338,2197
1,-2,19,-76,247,-338,2197
1,-2,24,-16,312,-338,2197
1,-2,32,-56,416,-338,2197
1,-2,35,-44,455,-338,2197
1,-1,-1,86,-13,-169,2197
1,-1,23,-46,299,-169,2197
1,-1,31,-14,403,-169,2197
1,0,12,-54,156,0,2197
1,0,12,54,156,0,2197
1,0,27,-16,351,0,2197
1,0,27,16,351,0,2197
1,0,36,-2,468,0,2197
1,0,36,2,468,0,2197
1,1,-1,-86,-13,169,2197
1,1,23,46,299,169,2197
1,1,31,14,403,169,2197
1,2,7,-44,91,338,2197
1,2,19,76,247,338,2197
1,2,24,16,312,338,2197
1,2,32,56,416,338,2197
1,2,35,44,455,338,2197
1,3,15,-2,195,507,2197
1,3,15,106,195,507,2197
1,4,4,-46,52,676,2197
1,4,23,40,299,676,2197
1,4,28,110,364,676,2197
1,4,36,86,468,676,2197
1,5,-9,-122,-117,845,2197
1,5,31,82,403,845,2197
1,6,3,-60,39,1014,2197
1,6,24,56,312,1014,2197
1,6,39,124,507,1014,2197
1,6,48,160,624,1014,2197
1,7,15,2,195,1183,2197
1,7,47,166,611,1183,2197
1,8,4,-86,52,1352,2197
1,8,27,64,351,1352,2197
1,8,44,158,572,1352,2197
1,8,52,214,676,1352,2197
1,9,39,126,507,1521,2197
1,10,32,64,416,1690,2197
1,10,51,188,663,1690,2197
1,10,67,284,871,1690,2197
1,10,71,292,923,1690,2197
1,11,63,250,819,1859,2197
1,11,71,314,923,1859,2197
1,12,60,214,780,2028,2197
1,12,84,362,1092,2028,2197
1,12,84,366,1092,2028,2197
1,14,99,436,1287,2366,2197
1,14,103,460,1339,2366,2197
