1,-14,86,-296,602,-686,343
1,-13,76,-257,532,-637,343
1,-13,77,-262,539,-637,343
1,-12,66,-218,462,-588,343
1,-11,56,-179,392,-539,343
1,-11,60,-199,420,-539,343
1,-11,61,-202,427,-539,343
1,-10,53,-172,371,-490,343
1,-10,54,-176,378,-490,343
1,-9,36,-101,252,-441,343
1,-9,45,-146,315,-441,343
1,-9,45,-142,315,-441,343
1,-8,42,-130,294,-392,343
1,-7,16,-23,112,-343,343
1,-7,32,-103,224,-343,343
1,-7,36,-107,252,-343,343
1,-7,37,-110,259,-343,343
1,-6,6,16,42,-294,343
1,-5,-4,55,-28,-245,343
1,-5,24,-61,168,-245,343
1,-5,28,-73,196,-245,343
1,-5,29,-74,203,-245,343
1,-4,26,-58,182,-196,343
1,-3,12,-47,84,-147,343
1,-3,12,-15,84,-147,343
1,-3,21,-38,147,-147,343
1,-1,0,31,0,-49,343
1,-1,16,-17,112,-49,343
1,-1,20,-13,140,-49,343
1,1,0,-31,0,49,343
1,1,16,17,112,49,343
1,1,20,13,140,49,343
1,3,12,15,84,147,343
1,3,12,47,84,147,343
1,3,21,38,147,147,343
1,4,26,58,182,196,343
1,5,-4,-55,-28,245,343
1,5,24,61,168,245,343
1,5,28,73,196,245,343
1,5,29,74,203,245,343
1,6,6,-16,42,294,343
1,7,16,23,112,343,343
1,7,32,103,224,343,343
1,7,36,107,252,343,343
1,7,37,110,259,343,343
1,8,42,130,294,392,343
1,9,36,101,252,441,343
1,9,45,142,315,441,343
1,9,45,146,315,441,343
1,10,53,172,371,490,343
1,10,54,176,378,490,343
1,11,56,179,392,539,343
1,11,60,199,420,539,343
1,11,61,202,427,539,343
1,12,66,218,462,588,343
1,13,76,257,532,637,343
1,13,77,262,539,637,343
1,14,86,296,602,686,343
