[1, -5, 10, -16, 40, -80, 64], (-4, -3, 2)
[1, -5, 14, -32, 56, -80, 64], (-4, -2, 1)
[1, -5, 16, -40, 64, -80, 64], (-4, -1, 0)
[1, -5, 18, -40, 72, -80, 64], (-3, -2, 0)
[1, -3, 2, 0, 8, -48, 64], (-4, -2, 3)
[1, -3, 8, -24, 32, -48, 64], (-4, 0, 1)
[1, -1, -4, 8, -16, -16, 64], (-4, 4, -1)
[1, -1, -2, 16, -8, -16, 64], (4, -3, -2)
[1, -1, 0, -8, 0, -16, 64], (-4, 0, 3)
[1, -1, 2, -16, 8, -16, 64], (-4, 1, 2)
[1, -1, 10, -8, 40, -16, 64], (-2, 0, 1)
[1, 1, -4, -8, -16, 16, 64], (-4, 4, 1)
[1, 1, -2, -16, -8, 16, 64], (-4, 2, 3)
[1, 1, 0, 8, 0, 16, 64], (4, -3, 0)
[1, 1, 2, 16, 8, 16, 64], (4, -2, -1)
[1, 1, 10, 8, 40, 16, 64], (-1, 0, 2)
[1, 3, 2, 0, 8, 48, 64], (4, -3, 2)
[1, 3, 8, 24, 32, 48, 64], (4, -1, 0)
[1, 5, 10, 16, 40, 80, 64], (4, -2, 3)
[1, 5, 14, 32, 56, 80, 64], (4, -1, 2)
[1, 5, 16, 40, 64, 80, 64], (4, 0, 1)
[1, 5, 18, 40, 72, 80, 64], (0, 2, 3)
[1, 7, 24, 56, 96, 112, 64], (4, 0, 3)
[1, 7, 26, 64, 104, 112, 64], (4, 1, 2)
