(-10, -9, -5), (2, 3, 3)
(-10, -8, -5), (2, 0, 3)
(-10, -10, -2), (2, 2, 2)
(-10, -7, -5), (2, 1, 3)
(-10, -10, -1), (2, 2, 3)
(-10, -6, -5), (2, 2, 3)
(-10, -5, -4), (2, 3, 0)
(-10, -10, 2), (2, 2, 2)
(-10, -5, -3), (2, 3, 1)
(-10, -5, -2), (2, 3, 2)
(-10, -9, 5), (2, 3, 1)
(-10, -5, 1), (2, 3, 1)
(-10, -8, 5), (2, 0, 1)
(-10, -5, 2), (2, 3, 2)
(-10, -5, 3), (2, 3, 3)
(-10, -6, 5), (2, 2, 1)
(-10, -5, 4), (2, 3, 0)
(-10, -9, 10), (2, 3, 2)
(-10, -8, 10), (2, 0, 2)
(-10, -5, 7), (2, 3, 3)
(-10, -3, 5), (2, 1, 1)
(-8, -5, 5), (0, 3, 1)
(-10, -7, 10), (2, 1, 2)
(-10, -2, 5), (2, 2, 1)
(-10, -5, 9), (2, 3, 1)
(-10, -4, 10), (2, 0, 2)
(-9, -5, 10), (3, 3, 2)
(-10, 1, 5), (2, 1, 1)
(-5, -4, 5), (3, 0, 1)
(-10, -3, 10), (2, 1, 2)
(-8, -5, 10), (0, 3, 2)
(-10, 2, 5), (2, 2, 1)
(-10, -2, 10), (2, 2, 2)
(-7, -5, 10), (1, 3, 2)
(-10, 3, 5), (2, 3, 1)
(-10, -1, 10), (2, 3, 2)
(-6, -5, 10), (2, 3, 2)
(-10, 4, 5), (2, 0, 1)
(-10, 1, 10), (2, 1, 2)
(-10, 5, 6), (2, 1, 2)
(-5, -4, 10), (3, 0, 2)
(-10, 2, 10), (2, 2, 2)
(-10, 5, 7), (2, 1, 3)
(-5, -3, 10), (3, 1, 2)
(-10, 3, 10), (2, 3, 2)
(-10, 5, 8), (2, 1, 0)
(-5, -2, 10), (3, 2, 2)
(-10, 4, 10), (2, 0, 2)
(-10, 5, 9), (2, 1, 1)
(-5, -1, 10), (3, 3, 2)
(-5, 4, 5), (3, 0, 1)
(-9, 5, 10), (3, 1, 2)
(-10, 7, 10), (2, 3, 2)
(-5, 2, 10), (3, 2, 2)
(-10, 8, 10), (2, 0, 2)
(-7, 5, 10), (1, 1, 2)
(-5, 3, 10), (3, 3, 2)
(-5, 5, 8), (3, 1, 0)
(-10, 9, 10), (2, 1, 2)
(-5, 6, 10), (3, 2, 2)
(-4, 5, 10), (0, 1, 2)
(-3, 5, 10), (1, 1, 2)
(-5, 8, 10), (3, 0, 2)
(-2, 5, 10), (2, 1, 2)
(-5, 9, 10), (3, 1, 2)
(-1, 5, 10), (3, 1, 2)
(2, 5, 10), (2, 1, 2)
(-2, 10, 10), (2, 2, 2)
(3, 5, 10), (3, 1, 2)
(4, 5, 10), (0, 1, 2)
(1, 10, 10), (1, 2, 2)
(5, 6, 10), (1, 2, 2)
(2, 10, 10), (2, 2, 2)
(5, 7, 10), (1, 3, 2)
(5, 8, 10), (1, 0, 2)
(5, 9, 10), (1, 1, 2)
