(-4, -8, 33), [7, 3, 0] 
(0, -10, 45), [0, 1, 1] 
(-6, -3, 11), [5, 8, 0] 
(0, -9, 38), [0, 2, 5] 
(0, -9, 39), [0, 2, 6] 
(0, -9, 41), [0, 2, 8] 
(-6, -2, 0), [5, 9, 0] 
(-5, -3, 0), [6, 8, 0] 
(-6, -2, 11), [5, 9, 0] 
(-4, -4, 11), [7, 7, 0] 
(0, -8, 32), [0, 3, 10] 
(0, -8, 35), [0, 3, 2] 
(0, -8, 36), [0, 3, 3] 
(-1, -7, 33), [10, 4, 0] 
(-6, -1, 0), [5, 10, 0] 
(-5, -2, 0), [6, 9, 0] 
(-4, -3, 0), [7, 8, 0] 
(-6, -1, 11), [5, 10, 0] 
(-4, -3, 11), [7, 8, 0] 
(0, -7, 26), [0, 4, 4] 
(0, -7, 27), [0, 4, 5] 
(0, -7, 29), [0, 4, 7] 
(0, -7, 30), [0, 4, 8] 
(0, -7, 31), [0, 4, 9] 
(-5, -1, -11), [6, 10, 0] 
(-5, -1, 0), [6, 10, 0] 
(-4, -2, 0), [7, 9, 0] 
(-3, -3, 0), [8, 8, 0] 
(-5, -1, 11), [6, 10, 0] 
(2, -8, 33), [2, 3, 0] 
(0, -6, 18), [0, 5, 7] 
(0, -6, 19), [0, 5, 8] 
(-2, -4, 11), [9, 7, 0] 
(-4, -2, 11), [7, 9, 0] 
(0, -6, 20), [0, 5, 9] 
(-3, -3, 11), [8, 8, 0] 
(0, -6, 24), [0, 5, 2] 
(0, -6, 25), [0, 5, 3] 
(0, -6, 26), [0, 5, 4] 
(1, -7, 33), [1, 4, 0] 
(0, -6, 28), [0, 5, 6] 
(0, -6, 29), [0, 5, 7] 
(-4, -1, -11), [7, 10, 0] 
(-6, 1, 0), [5, 1, 0] 
(-4, -1, 0), [7, 10, 0] 
(-6, 1, 11), [5, 1, 0] 
(-2, -3, 0), [9, 8, 0] 
(-3, -2, 0), [8, 9, 0] 
(0, -5, 12), [0, 6, 1] 
(0, -5, 13), [0, 6, 2] 
(0, -5, 14), [0, 6, 3] 
(0, -5, 15), [0, 6, 4] 
(0, -5, 17), [0, 6, 6] 
(-2, -3, 11), [9, 8, 0] 
(0, -5, 18), [0, 6, 7] 
(2, -7, 33), [2, 4, 0] 
(0, -5, 27), [0, 6, 5] 
(-6, 2, 0), [5, 2, 0] 
(-3, -1, -11), [8, 10, 0] 
(-5, 1, 0), [6, 1, 0] 
(-6, 2, 11), [5, 2, 0] 
(4, -8, 33), [4, 3, 0] 
(-1, -3, 0), [10, 8, 0] 
