(-8, -12, 68), [9, 5, 0] 
(-7, -12, 68), [10, 5, 0] 
(-8, -10, 51), [9, 7, 0] 
(-6, -12, 68), [11, 5, 0] 
(-7, -10, 51), [10, 7, 0] 
(-8, -9, 51), [9, 8, 0] 
(-5, -12, 68), [12, 5, 0] 
(-7, -9, 51), [10, 8, 0] 
(-5, -10, 51), [12, 7, 0] 
(-3, -12, 68), [14, 5, 0] 
(-6, -9, 51), [11, 8, 0] 
(-8, -6, 17), [9, 11, 0] 
(-4, -10, 51), [13, 7, 0] 
(-5, -9, 51), [12, 8, 0] 
(-7, -6, 17), [10, 11, 0] 
(-3, -10, 51), [14, 7, 0] 
(-4, -9, 51), [13, 8, 0] 
(-7, -5, 17), [10, 12, 0] 
(-2, -10, 51), [15, 7, 0] 
(-3, -9, 51), [14, 8, 0] 
(-7, -4, 17), [10, 13, 0] 
(-5, -6, 17), [12, 11, 0] 
(-1, -10, 51), [16, 7, 0] 
(-2, -9, 51), [15, 8, 0] 
(-8, -2, -17), [9, 15, 0] 
(-7, -3, 0), [10, 14, 0] 
(-1, -9, 51), [16, 8, 0] 
(-7, -2, -17), [10, 15, 0] 
(-7, -2, 0), [10, 15, 0] 
(-7, -2, 17), [10, 15, 0] 
(-3, -6, 17), [14, 11, 0] 
(-6, -3, 17), [11, 14, 0] 
(-5, -4, 17), [12, 13, 0] 
(1, -10, 51), [1, 7, 0] 
(0, -8, 33), [0, 9, 16] 
(0, -8, 35), [0, 9, 1] 
(-5, -2, -17), [12, 15, 0] 
(3, -10, 51), [3, 7, 0] 
(-1, -6, 17), [16, 11, 0] 
(-5, -2, 17), [12, 15, 0] 
(-3, -4, 17), [14, 13, 0] 
(0, -7, 31), [0, 10, 14] 
(0, -7, 32), [0, 10, 15] 
(0, -7, 33), [0, 10, 16] 
(0, -7, 35), [0, 10, 1] 
(0, -7, 36), [0, 10, 2] 
(0, -7, 37), [0, 10, 3] 
(-8, 2, -17), [9, 2, 0] 
(-7, 1, -17), [10, 1, 0] 
(-5, -1, 17), [12, 16, 0] 
(0, -6, 33), [0, 11, 16] 
(0, -6, 35), [0, 11, 1] 
(-7, 2, -17), [10, 2, 0] 
(-3, -2, -17), [14, 15, 0] 
(5, -10, 51), [5, 7, 0] 
(-7, 2, 17), [10, 2, 0] 
(1, -6, 17), [1, 11, 0] 
(-1, -4, 17), [16, 13, 0] 
(-3, -2, 17), [14, 15, 0] 
(0, -5, 31), [0, 12, 14] 
(0, -5, 32), [0, 12, 15] 
(0, -5, 33), [0, 12, 16] 
(0, -5, 35), [0, 12, 1] 
(0, -5, 36), [0, 12, 2] 
(0, -5, 37), [0, 12, 3] 
(-6, 2, -17), [11, 2, 0] 
(2, -6, 17), [2, 11, 0] 
(0, -4, 33), [0, 13, 16] 
(0, -4, 35), [0, 13, 1] 
(-5, 2, -17), [12, 2, 0] 
(7, -10, 51), [7, 7, 0] 
(-1, -2, -17), [16, 15, 0] 
(-7, 4, 17), [10, 4, 0] 
(-5, 2, 0), [12, 2, 0] 
(3, -6, 17), [3, 11, 0] 
(2, -5, 17), [2, 12, 0] 
(-5, 2, 17), [12, 2, 0] 
(1, -4, 17), [1, 13, 0] 
(-4, 1, 17), [13, 1, 0] 
(-1, -2, 17), [16, 15, 0] 
(0, -3, 31), [0, 14, 14] 
(0, -3, 32), [0, 14, 15] 
(0, -3, 33), [0, 14, 16] 
(0, -3, 35), [0, 14, 1] 
(0, -2, 33), [0, 15, 16] 
(-7, 6, 17), [10, 6, 0] 
(-3, 2, -17), [14, 2, 0] 
(-5, 4, 0), [12, 4, 0] 
(1, -2, -17), [1, 15, 0] 
(5, -6, 17), [5, 11, 0] 
(-5, 4, 17), [12, 4, 0] 
(3, -4, 17), [3, 13, 0] 
(-3, 2, 17), [14, 2, 0] 
(1, -2, 17), [1, 15, 0] 
(0, -1, 31), [0, 16, 14] 
(0, -1, 33), [0, 16, 16] 
(0, 0, -33), [0, 0, 1] 
(0, 0, -25), [0, 0, 9] 
(4, -4, 0), [4, 13, 0] 
(-4, 4, 0), [13, 4, 0] 
