(-9, -8, -3), (3, 0, 1)
(-9, -6, -5), (3, 2, 3)
(-9, -8, -1), (3, 0, 3)
(-9, -6, -3), (3, 2, 1)
(-9, -8, 1), (3, 0, 1)
(-9, -6, -1), (3, 2, 3)
(-9, -4, -3), (3, 0, 1)
(-7, -6, -3), (1, 2, 1)
(-9, -8, 3), (3, 0, 3)
(-9, -6, 1), (3, 2, 1)
(-9, -4, -1), (3, 0, 3)
(-7, -6, -1), (1, 2, 3)
(-7, -4, -3), (1, 0, 1)
(-9, -8, 5), (3, 0, 1)
(-9, -6, 3), (3, 2, 3)
(-9, -4, 1), (3, 0, 1)
(-9, -2, -1), (3, 2, 3)
(-7, -6, 1), (1, 2, 1)
(-7, -4, -1), (1, 0, 3)
(-9, -8, 7), (3, 0, 3)
(-9, -6, 5), (3, 2, 1)
(-9, -4, 3), (3, 0, 3)
(-7, -6, 3), (1, 2, 3)
(-9, -2, 1), (3, 2, 1)
(-7, -4, 1), (1, 0, 1)
(-7, -2, -1), (1, 2, 3)
(-5, -4, -1), (3, 0, 3)
(-9, -8, 9), (3, 0, 1)
(-9, -6, 7), (3, 2, 3)
(-9, -4, 5), (3, 0, 1)
(-7, -6, 5), (1, 2, 1)
(-9, -2, 3), (3, 2, 3)
(-7, -4, 3), (1, 0, 3)
(-7, -2, 1), (1, 2, 1)
(-5, -4, 1), (3, 0, 1)
(-5, -2, -1), (3, 2, 3)
(-9, -6, 9), (3, 2, 1)
(-9, -4, 7), (3, 0, 3)
(-7, -6, 7), (1, 2, 3)
(-9, -2, 5), (3, 2, 1)
(-7, -4, 5), (1, 0, 1)
(-7, -2, 3), (1, 2, 3)
(-5, -4, 3), (3, 0, 3)
(-5, -2, 1), (3, 2, 1)
(-9, -4, 9), (3, 0, 1)
(-7, -6, 9), (1, 2, 1)
(-9, -2, 7), (3, 2, 3)
(-7, -4, 7), (1, 0, 3)
(-9, 2, 3), (3, 2, 3)
(-7, -2, 5), (1, 2, 1)
(-5, -4, 5), (3, 0, 1)
(-5, -2, 3), (3, 2, 3)
(-3, -2, 1), (1, 2, 1)
(-9, -2, 9), (3, 2, 1)
(-7, -4, 9), (1, 0, 1)
(-9, 2, 5), (3, 2, 1)
(-7, -2, 7), (1, 2, 3)
(-5, -4, 7), (3, 0, 3)
(-7, 2, 3), (1, 2, 3)
(-5, -2, 5), (3, 2, 1)
(-3, -2, 3), (1, 2, 3)
(-9, 2, 7), (3, 2, 3)
(-7, -2, 9), (1, 2, 1)
(-9, 4, 5), (3, 0, 1)
(-5, -4, 9), (3, 0, 1)
(-7, 2, 5), (1, 2, 1)
(-5, -2, 7), (3, 2, 3)
(-5, 2, 3), (3, 2, 3)
(-3, -2, 5), (1, 2, 1)
(-9, 2, 9), (3, 2, 1)
(-9, 4, 7), (3, 0, 3)
(-5, -2, 9), (3, 2, 1)
(-7, 2, 7), (1, 2, 3)
(-7, 4, 5), (1, 0, 1)
(-3, -2, 7), (1, 2, 3)
(-5, 2, 5), (3, 2, 1)
(-3, 2, 3), (1, 2, 3)
(-9, 4, 9), (3, 0, 1)
(-9, 6, 7), (3, 2, 3)
(-7, 2, 9), (1, 2, 1)
(-7, 4, 7), (1, 0, 3)
(-3, -2, 9), (1, 2, 1)
(-5, 2, 7), (3, 2, 3)
(-5, 4, 5), (3, 0, 1)
(-3, 2, 5), (1, 2, 1)
(-1, 2, 3), (3, 2, 3)
(-9, 6, 9), (3, 2, 1)
(-7, 4, 9), (1, 0, 1)
(-7, 6, 7), (1, 2, 3)
(-5, 2, 9), (3, 2, 1)
(-5, 4, 7), (3, 0, 3)
(-3, 2, 7), (1, 2, 3)
(-3, 4, 5), (1, 0, 1)
(-1, 2, 5), (3, 2, 1)
(-9, 8, 9), (3, 0, 1)
(-7, 6, 9), (1, 2, 1)
(-5, 4, 9), (3, 0, 1)
(-5, 6, 7), (3, 2, 3)
(-3, 2, 9), (1, 2, 1)
(-3, 4, 7), (1, 0, 3)
(-1, 2, 7), (3, 2, 3)
(-1, 4, 5), (3, 0, 1)
(1, 2, 5), (1, 2, 1)
(-7, 8, 9), (1, 0, 1)
(-5, 6, 9), (3, 2, 1)
(-3, 4, 9), (1, 0, 1)
(-3, 6, 7), (1, 2, 3)
(-1, 2, 9), (3, 2, 1)
(-1, 4, 7), (3, 0, 3)
(1, 2, 7), (1, 2, 3)
(1, 4, 5), (1, 0, 1)
(-5, 8, 9), (3, 0, 1)
(-3, 6, 9), (1, 2, 1)
(-1, 4, 9), (3, 0, 1)
(-1, 6, 7), (3, 2, 3)
(1, 2, 9), (1, 2, 1)
(1, 4, 7), (1, 0, 3)
(-3, 8, 9), (1, 0, 1)
(-1, 6, 9), (3, 2, 1)
(1, 4, 9), (1, 0, 1)
(1, 6, 7), (1, 2, 3)
(3, 4, 7), (3, 0, 3)
(-1, 8, 9), (3, 0, 1)
(1, 6, 9), (1, 2, 1)
(3, 4, 9), (3, 0, 1)
(3, 6, 7), (3, 2, 3)
(1, 8, 9), (1, 0, 1)
(3, 6, 9), (3, 2, 1)
(3, 8, 9), (3, 0, 1)
(5, 6, 9), (1, 2, 1)
