(-9, -9, -9), [16, 16, 16] 
(-8, -9, -9), [17, 16, 16] 
(-7, -9, -9), [18, 16, 16] 
(-9, -8, -8), [16, 17, 17] 
(-9, -8, -7), [16, 17, 18] 
(-9, -8, -6), [16, 17, 19] 
(-9, -7, -7), [16, 18, 18] 
(-7, -8, -8), [18, 17, 17] 
(-4, -9, -9), [21, 16, 16] 
(-9, -7, -6), [16, 18, 19] 
(-8, -7, -7), [17, 18, 18] 
(-3, -9, -9), [22, 16, 16] 
(-9, -6, -6), [16, 19, 19] 
(-8, -7, -6), [17, 18, 19] 
(-7, -7, -7), [18, 18, 18] 
(-2, -9, -9), [23, 16, 16] 
(-8, -6, -6), [17, 19, 19] 
(-6, -7, -7), [19, 18, 18] 
(-1, -9, -9), [24, 16, 16] 
(-9, -7, -3), [16, 18, 22] 
(-3, -8, -8), [22, 17, 17] 
(-8, -7, -4), [17, 18, 21] 
(-7, -6, -6), [18, 19, 19] 
(1, -9, -9), [1, 16, 16] 
(-9, -7, -1), [16, 18, 24] 
(-3, -7, -7), [22, 18, 18] 
(-7, -6, -4), [18, 19, 21] 
(-4, -6, -6), [21, 19, 19] 
(3, -9, -9), [3, 16, 16] 
(-9, -7, 1), [16, 18, 1] 
(-9, -3, -3), [16, 22, 22] 
(-1, -7, -7), [24, 18, 18] 
(-7, -4, -4), [18, 21, 21] 
(-3, -6, -6), [22, 19, 19] 
(-9, -7, 3), [16, 18, 3] 
(1, -7, -7), [1, 18, 18] 
(-9, -3, -1), [16, 22, 24] 
(-7, -3, -3), [18, 22, 22] 
(-6, -4, -3), [19, 21, 22] 
(7, -9, -9), [7, 16, 16] 
(3, -7, -7), [3, 18, 18] 
(-9, -3, 1), [16, 22, 1] 
(-9, -1, -1), [16, 24, 24] 
(-7, -3, -1), [18, 22, 24] 
(-6, -3, -2), [19, 22, 23] 
(-3, -4, -4), [22, 21, 21] 
(-4, -3, -3), [21, 22, 22] 
(9, -9, -9), [9, 16, 16] 
(-9, -7, 7), [16, 18, 7] 
(-9, -3, 3), [16, 22, 3] 
(-9, -1, 1), [16, 24, 1] 
(-7, -3, 1), [18, 22, 1] 
(-7, -1, -1), [18, 24, 24] 
(-1, -4, -4), [24, 21, 21] 
(-4, -3, -2), [21, 22, 23] 
(-3, -3, -3), [22, 22, 22] 
(-4, -2, -2), [21, 23, 23] 
(-2, -3, -3), [23, 22, 22] 
(-9, -7, 9), [16, 18, 9] 
(7, -7, -7), [7, 18, 18] 
(-9, -1, 3), [16, 24, 3] 
(-9, 1, 1), [16, 1, 1] 
(-7, -3, 3), [18, 22, 3] 
(-7, -1, 1), [18, 24, 1] 
(-4, -2, -1), [21, 23, 24] 
(-1, -3, -3), [24, 22, 22] 
(-3, -2, -2), [22, 23, 23] 
(-3, -2, -1), [22, 23, 24] 
(9, -7, -7), [9, 18, 18] 
(-9, -3, 7), [16, 22, 7] 
(-9, 1, 3), [16, 1, 3] 
(-7, -1, 3), [18, 24, 3] 
(-7, 1, 1), [18, 1, 1] 
(1, -3, -3), [1, 22, 22] 
(-3, -1, -1), [22, 24, 24] 
(-1, -2, -2), [24, 23, 23] 
(-2, -1, -1), [23, 24, 24] 
(-9, -3, 9), [16, 22, 9] 
(-9, -1, 7), [16, 24, 7] 
(-7, -3, 7), [18, 22, 7] 
(-9, 3, 3), [16, 3, 3] 
(-7, 1, 3), [18, 1, 3] 
(3, -3, -3), [3, 22, 22] 
(-3, -1, 1), [22, 24, 1] 
(1, -2, -2), [1, 23, 23] 
(-1, -1, -1), [24, 24, 24] 
(-9, -1, 9), [16, 24, 9] 
(-7, -3, 9), [18, 22, 9] 
(-9, 1, 7), [16, 1, 7] 
(-7, -1, 7), [18, 24, 7] 
(-7, 3, 3), [18, 3, 3] 
(-3, -1, 3), [22, 24, 3] 
(-3, 1, 1), [22, 1, 1] 
(-2, -1, 2), [23, 24, 2] 
(1, -1, -1), [1, 24, 24] 
(-9, 1, 9), [16, 1, 9] 
(-9, 3, 7), [16, 3, 7] 
(-7, -1, 9), [18, 24, 9] 
(-7, 1, 7), [18, 1, 7] 
(7, -3, -3), [7, 22, 22] 
(-3, 1, 3), [22, 1, 3] 
(3, -1, -1), [3, 24, 24] 
(-2, 1, 2), [23, 1, 2] 
(-1, 1, 1), [24, 1, 1] 
(-9, 3, 9), [16, 3, 9] 
(-7, 1, 9), [18, 1, 9] 
(-7, 3, 7), [18, 3, 7] 
(9, -3, -3), [9, 22, 22] 
(-3, -1, 7), [22, 24, 7] 
(-3, 3, 3), [22, 3, 3] 
(-1, 1, 3), [24, 1, 3] 
(-1, 2, 2), [24, 2, 2] 
(1, 1, 1), [1, 1, 1] 
(2, 1, 1), [2, 1, 1] 
