[1, -4, 8, -14, 24, -36, 27], (-2, -2, 1)
[1, -4, 11, -23, 33, -36, 27], (-1, -3, 5)
[1, -3, 6, -13, 18, -27, 27], (-1, -2, 1)
[1, -3, 6, -8, 18, -27, 27], (-2, -1, 1)
[1, -3, 7, -10, 21, -27, 27], (-2, -1, 2)
[1, -3, 9, -16, 27, -27, 27], (-1, -2, 4)
[1, -3, 10, -17, 30, -27, 27], (-1, -2, 5)
[1, -2, -2, 10, -6, -18, 27], (-2, 0, -5)
[1, -2, -1, 8, -3, -18, 27], (-2, 0, -4)
[1, -2, 2, 2, 6, -18, 27], (-2, 0, -1)
[1, -2, 5, -13, 15, -18, 27], (1, -3, 5)
[1, -1, -2, 5, -6, -9, 27], (-1, 0, -5)
[1, -1, -1, 4, -3, -9, 27], (-1, 0, -4)
[1, -1, -1, 10, -3, -9, 27], (-2, 1, -2)
[1, -1, 2, 1, 6, -9, 27], (-1, 0, -1)
[1, -1, 3, 2, 9, -9, 27], (-2, 1, 2)
[1, -1, 4, -1, 12, -9, 27], (-1, 0, 1)
[1, -1, 6, -7, 18, -9, 27], (1, -2, 5)
[1, -1, 6, -4, 18, -9, 27], (-2, 1, 5)
[1, 0, 0, 10, 0, 0, 27], (-2, 2, 1)
[1, 0, 1, -7, 3, 0, 27], (1, -1, -1)
[1, 0, 1, 7, 3, 0, 27], (-1, 1, -1)
[1, 0, 3, -5, 9, 0, 27], (1, -1, 1)
[1, 0, 3, 5, 9, 0, 27], (-1, 1, 1)
[1, 1, -2, -5, -6, 9, 27], (1, 0, -5)
[1, 1, -1, -4, -3, 9, 27], (1, 0, -4)
[1, 1, 2, -1, 6, 9, 27], (1, 0, -1)
[1, 1, 2, 11, 6, 9, 27], (-1, 2, 1)
[1, 1, 3, -2, 9, 9, 27], (2, -1, 2)
[1, 1, 4, 1, 12, 9, 27], (1, 0, 1)
[1, 1, 6, 4, 18, 9, 27], (2, -1, 5)
[1, 1, 6, 7, 18, 9, 27], (-1, 2, 5)
[1, 2, 2, -2, 6, 18, 27], (2, 0, -1)
[1, 2, 5, 13, 15, 18, 27], (-1, 3, 5)
[1, 3, 6, 8, 18, 27, 27], (2, 1, 1)
[1, 3, 6, 13, 18, 27, 27], (1, 2, 1)
[1, 3, 7, 10, 21, 27, 27], (2, 1, 2)
[1, 3, 9, 16, 27, 27, 27], (1, 2, 4)
[1, 3, 10, 17, 30, 27, 27], (1, 2, 5)
[1, 4, 8, 14, 24, 36, 27], (2, 2, 1)
[1, 4, 11, 23, 33, 36, 27], (1, 3, 5)
[1, 5, 14, 28, 42, 45, 27], (2, 3, 5)
[1, 6, 19, 40, 57, 54, 27], (2, 4, 8)
